Season,Quarter,Year,DOY,Month,Site,Date,NO3cq,NO3Q_rvalue
Fall,4,2014,295,10,LMP,10/22/2014,-0.595274394,-0.536271881
Fall,4,2014,296,10,LMP,10/23/2014,-0.638062484,-0.602918133
Fall,4,2014,297,10,LMP,10/24/2014,-0.602901458,-0.622329032
Fall,4,2014,298,10,LMP,10/25/2014,-0.632227287,-0.665749888
Fall,4,2014,299,10,LMP,10/26/2014,-0.670438108,-0.69992667
Fall,4,2014,300,10,LMP,10/27/2014,-0.717213032,-0.725932245
Fall,4,2014,301,10,LMP,10/28/2014,-0.767911002,-0.74774728
Fall,4,2014,303,10,LMP,10/30/2014,-0.819824704,-0.766174232
Fall,4,2014,304,10,LMP,10/31/2014,-0.868572836,-0.779157074
Fall,4,2014,305,11,LMP,11/1/2014,-0.907585435,-0.78700425
Fall,4,2014,306,11,LMP,11/2/2014,-0.931925722,-0.78993068
Fall,4,2014,307,11,LMP,11/3/2014,-0.946199949,-0.790068883
Fall,4,2014,308,11,LMP,11/4/2014,-0.952720162,-0.78500398
Fall,4,2014,309,11,LMP,11/5/2014,-0.953766143,-0.775787911
Fall,4,2014,310,11,LMP,11/6/2014,-0.956615407,-0.764568538
Fall,4,2014,311,11,LMP,11/7/2014,-0.959535092,-0.751447124
Fall,4,2014,312,11,LMP,11/8/2014,-0.960920561,-0.736813096
Fall,4,2014,313,11,LMP,11/9/2014,-0.954100746,-0.717994367
Fall,4,2014,314,11,LMP,11/10/2014,-0.954307193,-0.693967297
Fall,4,2014,315,11,LMP,11/11/2014,-0.984134725,-0.663831863
Fall,4,2014,316,11,LMP,11/12/2014,-1.048496919,-0.6270293
Fall,4,2014,317,11,LMP,11/13/2014,-1.146037429,-0.574903274
Fall,4,2014,318,11,LMP,11/14/2014,-1.021423158,-0.493305109
Fall,4,2014,319,11,LMP,11/15/2014,-0.79228257,-0.365262367
Fall,4,2014,320,11,LMP,11/16/2014,-0.434266785,-0.200717211
Fall,4,2014,321,11,LMP,11/17/2014,-0.285612153,-0.17379569
Fall,4,2014,322,11,LMP,11/18/2014,-0.123478996,-0.087433534
Fall,4,2014,323,11,LMP,11/19/2014,-0.119284934,-0.081092387
Fall,4,2014,324,11,LMP,11/20/2014,-0.203713134,-0.138075455
Fall,4,2014,325,11,LMP,11/21/2014,-0.381950795,-0.274479288
Fall,4,2014,326,11,LMP,11/22/2014,-0.556025528,-0.406115232
Fall,4,2014,327,11,LMP,11/23/2014,-0.536015772,-0.382378536
Fall,4,2014,328,11,LMP,11/24/2014,-0.876202719,-0.510373936
Fall,4,2014,329,11,LMP,11/25/2014,-0.800449375,-0.385701509
Fall,4,2014,330,11,LMP,11/26/2014,-0.417054547,-0.178344908
Fall,4,2014,331,11,LMP,11/27/2014,0.118850076,0.056923994
Fall,4,2014,332,11,LMP,11/28/2014,0.366159278,0.2249198
Fall,4,2014,333,11,LMP,11/29/2014,0.327688865,0.255371869
Fall,4,2014,334,11,LMP,11/30/2014,0.248773152,0.250406051
Fall,4,2014,335,12,LMP,12/1/2014,0.197019532,0.246380999
Fall,4,2014,336,12,LMP,12/2/2014,0.20000316,0.294524768
Fall,4,2014,337,12,LMP,12/3/2014,0.153226118,0.266143361
Fall,4,2014,338,12,LMP,12/4/2014,0.115659653,0.234241614
Fall,4,2014,339,12,LMP,12/5/2014,0.069072909,0.164154804
Fall,4,2014,340,12,LMP,12/6/2014,0.022764965,0.059724255
Fall,4,2014,341,12,LMP,12/7/2014,0.001649584,0.004951931
Fall,4,2014,342,12,LMP,12/8/2014,-0.030869251,-0.10008739
Fall,4,2014,343,12,LMP,12/9/2014,-0.06752165,-0.234246728
Fall,4,2014,344,12,LMP,12/10/2014,-0.063778827,-0.279568736
Fall,4,2014,345,12,LMP,12/11/2014,-0.064571407,-0.333805955
Fall,4,2014,346,12,LMP,12/12/2014,-0.090436486,-0.496736081
Fall,4,2014,347,12,LMP,12/13/2014,-0.120011274,-0.635479129
Fall,4,2014,348,12,LMP,12/14/2014,-0.138310413,-0.706771889
Fall,4,2014,349,12,LMP,12/15/2014,-0.148107064,-0.741981929
Fall,4,2014,350,12,LMP,12/16/2014,-0.133336742,-0.733745573
Fall,4,2014,351,12,LMP,12/17/2014,-0.137476515,-0.737149924
Fall,4,2014,352,12,LMP,12/18/2014,-0.123950608,-0.675694045
Fall,4,2014,353,12,LMP,12/19/2014,-0.111046533,-0.641086688
Fall,4,2014,354,12,LMP,12/20/2014,-0.110585186,-0.634312999
Fall,4,2014,355,12,LMP,12/21/2014,-0.10909464,-0.623471215
Fall,4,2014,356,12,LMP,12/22/2014,-0.114500817,-0.63316017
Fall,4,2014,357,12,LMP,12/23/2014,-0.123397189,-0.639338536
Fall,4,2014,358,12,LMP,12/24/2014,-0.125742185,-0.601021406
Fall,4,2014,359,12,LMP,12/25/2014,-0.106680936,-0.524847479
Fall,4,2014,360,12,LMP,12/26/2014,-0.10674522,-0.517135556
Fall,4,2014,361,12,LMP,12/27/2014,-0.121352963,-0.52179005
Fall,4,2014,362,12,LMP,12/28/2014,-0.136270909,-0.520938154
Fall,4,2014,363,12,LMP,12/29/2014,-0.153007777,-0.536829275
Fall,4,2014,364,12,LMP,12/30/2014,-0.16410764,-0.527701876
Fall,4,2014,365,12,LMP,12/31/2014,-0.15596079,-0.47463143
Winter,1,2015,1,1,LMP,1/1/2015,-0.143617474,-0.421462359
Winter,1,2015,2,1,LMP,1/2/2015,-0.154269122,-0.425672987
Winter,1,2015,3,1,LMP,1/3/2015,-0.179460836,-0.459274593
Winter,1,2015,4,1,LMP,1/4/2015,-0.224470331,-0.514822952
Winter,1,2015,5,1,LMP,1/5/2015,-0.274785565,-0.549839216
Winter,1,2015,6,1,LMP,1/6/2015,-0.304495666,-0.55343371
Winter,1,2015,7,1,LMP,1/7/2015,-0.361340432,-0.6033581
Winter,1,2015,8,1,LMP,1/8/2015,-0.399268936,-0.654803403
Winter,1,2015,9,1,LMP,1/9/2015,-0.443566791,-0.705300206
Winter,1,2015,10,1,LMP,1/10/2015,-0.492206288,-0.754056926
Winter,1,2015,11,1,LMP,1/11/2015,-0.539949585,-0.784593679
Winter,1,2015,12,1,LMP,1/12/2015,-0.581754764,-0.800641979
Winter,1,2015,13,1,LMP,1/13/2015,-0.595563458,-0.808782818
Winter,1,2015,14,1,LMP,1/14/2015,-0.601206922,-0.822523554
Winter,1,2015,15,1,LMP,1/15/2015,-0.607320298,-0.838634303
Winter,1,2015,16,1,LMP,1/16/2015,-0.620888342,-0.856359975
Winter,1,2015,17,1,LMP,1/17/2015,-0.641840624,-0.879431864
Winter,1,2015,18,1,LMP,1/18/2015,-0.659829365,-0.894291002
Winter,1,2015,19,1,LMP,1/19/2015,-0.678070452,-0.890851948
Winter,1,2015,20,1,LMP,1/20/2015,-0.680471283,-0.871163939
Winter,1,2015,21,1,LMP,1/21/2015,-0.676900585,-0.8545493
Winter,1,2015,22,1,LMP,1/22/2015,-0.678181066,-0.851587746
Winter,1,2015,23,1,LMP,1/23/2015,-0.690045248,-0.855632461
Winter,1,2015,24,1,LMP,1/24/2015,-0.730832724,-0.869596571
Winter,1,2015,25,1,LMP,1/25/2015,-0.754650773,-0.865042949
Winter,1,2015,26,1,LMP,1/26/2015,-0.724595885,-0.837368947
Winter,1,2015,27,1,LMP,1/27/2015,-0.658815001,-0.801454466
Winter,1,2015,28,1,LMP,1/28/2015,-0.590008924,-0.764694496
Winter,1,2015,29,1,LMP,1/29/2015,-0.515504643,-0.727646613
Winter,1,2015,30,1,LMP,1/30/2015,-0.445180753,-0.713318019
Winter,1,2015,31,1,LMP,1/31/2015,-0.371486064,-0.675969051
Winter,1,2015,32,2,LMP,2/1/2015,-0.312418085,-0.654550992
Winter,1,2015,33,2,LMP,2/2/2015,-0.271991167,-0.638711765
Winter,1,2015,34,2,LMP,2/3/2015,-0.239201526,-0.607314816
Winter,1,2015,35,2,LMP,2/4/2015,-0.215071637,-0.543040109
Winter,1,2015,36,2,LMP,2/5/2015,-0.196861874,-0.464932947
Winter,1,2015,37,2,LMP,2/6/2015,-0.161572825,-0.363186049
Winter,1,2015,38,2,LMP,2/7/2015,-0.112195134,-0.256348047
Winter,1,2015,39,2,LMP,2/8/2015,-0.065099706,-0.161814389
Winter,1,2015,40,2,LMP,2/9/2015,-0.020694199,-0.063893769
Winter,1,2015,41,2,LMP,2/10/2015,-0.005100027,-0.017945727
Winter,1,2015,42,2,LMP,2/11/2015,0.00036037,0.001278702
Winter,1,2015,43,2,LMP,2/12/2015,0.006637828,0.024075826
Winter,1,2015,44,2,LMP,2/13/2015,0.004300935,0.015713048
Winter,1,2015,45,2,LMP,2/14/2015,-0.0006255,-0.002310298
Winter,1,2015,46,2,LMP,2/15/2015,-0.005535305,-0.020724098
Winter,1,2015,47,2,LMP,2/16/2015,-0.002145819,-0.008450199
Winter,1,2015,48,2,LMP,2/17/2015,0.004869061,0.021087712
Winter,1,2015,49,2,LMP,2/18/2015,-0.026604397,-0.119606755
Winter,1,2015,50,2,LMP,2/19/2015,-0.10433462,-0.42956983
Winter,1,2015,51,2,LMP,2/20/2015,-0.236047929,-0.723232858
Winter,1,2015,52,2,LMP,2/21/2015,-0.347685424,-0.77224393
Winter,1,2015,53,2,LMP,2/22/2015,-0.453400519,-0.799868477
Winter,1,2015,54,2,LMP,2/23/2015,-0.572712702,-0.838947944
Winter,1,2015,55,2,LMP,2/24/2015,-0.572853999,-0.82023222
Winter,1,2015,56,2,LMP,2/25/2015,-0.574313792,-0.825661433
Winter,1,2015,57,2,LMP,2/26/2015,-0.600618276,-0.839207596
Winter,1,2015,58,2,LMP,2/27/2015,-0.616910468,-0.849106894
Winter,1,2015,59,2,LMP,2/28/2015,-0.698297284,-0.878460533
Winter,1,2015,60,3,LMP,3/1/2015,-0.81679515,-0.893629617
Winter,1,2015,61,3,LMP,3/2/2015,-0.879945496,-0.91149418
Winter,1,2015,62,3,LMP,3/3/2015,-0.841879857,-0.910377575
Winter,1,2015,63,3,LMP,3/4/2015,-0.853700385,-0.9181483
Winter,1,2015,64,3,LMP,3/5/2015,-0.854555047,-0.927627916
Winter,1,2015,65,3,LMP,3/6/2015,-0.869235338,-0.915834343
Winter,1,2015,66,3,LMP,3/7/2015,-0.921685746,-0.912532069
Winter,1,2015,67,3,LMP,3/8/2015,-0.951169362,-0.910334244
Winter,1,2015,68,3,LMP,3/9/2015,-0.943806632,-0.904610963
Winter,1,2015,69,3,LMP,3/10/2015,-0.90486505,-0.839462173
Winter,1,2015,70,3,LMP,3/11/2015,-0.630367897,-0.615649023
Winter,1,2015,71,3,LMP,3/12/2015,-0.050767508,-0.071616689
Winter,1,2015,72,3,LMP,3/13/2015,0.134627996,0.26259461
Winter,1,2015,73,3,LMP,3/14/2015,0.137429829,0.352676931
Winter,1,2015,74,3,LMP,3/15/2015,0.114409223,0.387573319
Winter,1,2015,75,3,LMP,3/16/2015,0.062731996,0.264937809
Winter,1,2015,76,3,LMP,3/17/2015,0.006797476,0.032332763
Winter,1,2015,77,3,LMP,3/18/2015,-0.043282679,-0.206920028
Winter,1,2015,78,3,LMP,3/19/2015,-0.078645125,-0.359557103
Winter,1,2015,79,3,LMP,3/20/2015,-0.106464079,-0.457215833
Winter,1,2015,80,3,LMP,3/21/2015,-0.128974237,-0.507118429
Winter,1,2015,81,3,LMP,3/22/2015,-0.141396626,-0.531220812
Winter,1,2015,82,3,LMP,3/23/2015,-0.148475355,-0.543877502
Winter,1,2015,83,3,LMP,3/24/2015,-0.153082433,-0.550126477
Winter,1,2015,84,3,LMP,3/25/2015,-0.156507165,-0.552975068
Winter,1,2015,85,3,LMP,3/26/2015,-0.159430031,-0.561807891
Winter,1,2015,86,3,LMP,3/27/2015,-0.131219484,-0.510584818
Winter,1,2015,87,3,LMP,3/28/2015,-0.11925562,-0.515842031
Winter,1,2015,88,3,LMP,3/29/2015,-0.136212514,-0.597831886
Winter,1,2015,89,3,LMP,3/30/2015,-0.164540475,-0.671869641
Winter,1,2015,90,3,LMP,3/31/2015,-0.190554507,-0.702529511
Spring,2,2015,91,4,LMP,4/1/2015,-0.217312869,-0.726099824
Spring,2,2015,92,4,LMP,4/2/2015,-0.240629486,-0.744077371
Spring,2,2015,93,4,LMP,4/3/2015,-0.257562804,-0.759527079
Spring,2,2015,94,4,LMP,4/4/2015,-0.265785677,-0.779377054
Spring,2,2015,95,4,LMP,4/5/2015,-0.291091752,-0.806695255
Spring,2,2015,96,4,LMP,4/6/2015,-0.336586026,-0.818917026
Spring,2,2015,97,4,LMP,4/7/2015,-0.384940212,-0.81844321
Spring,2,2015,98,4,LMP,4/8/2015,-0.430580854,-0.816888677
Spring,2,2015,99,4,LMP,4/9/2015,-0.467071234,-0.807490689
Spring,2,2015,100,4,LMP,4/10/2015,-0.491865081,-0.805762638
Spring,2,2015,101,4,LMP,4/11/2015,-0.496042437,-0.805016465
Spring,2,2015,102,4,LMP,4/12/2015,-0.507749189,-0.805760862
Spring,2,2015,103,4,LMP,4/13/2015,-0.541695551,-0.794284114
Spring,2,2015,104,4,LMP,4/14/2015,-0.589612127,-0.764307861
Spring,2,2015,105,4,LMP,4/15/2015,-0.640829772,-0.714578886
Spring,2,2015,106,4,LMP,4/16/2015,-0.673100837,-0.651248775
Spring,2,2015,107,4,LMP,4/17/2015,-0.680160211,-0.59399452
Spring,2,2015,108,4,LMP,4/18/2015,-0.66368972,-0.545159393
Spring,2,2015,109,4,LMP,4/19/2015,-0.629427981,-0.49518171
Spring,2,2015,110,4,LMP,4/20/2015,-0.594507364,-0.448592932
Spring,2,2015,111,4,LMP,4/21/2015,-0.582444312,-0.428296251
Spring,2,2015,112,4,LMP,4/22/2015,-0.606250526,-0.417805936
Spring,2,2015,113,4,LMP,4/23/2015,-0.671217134,-0.396658754
Spring,2,2015,114,4,LMP,4/24/2015,-0.675604634,-0.316181914
Spring,2,2015,115,4,LMP,4/25/2015,-0.418471027,-0.158453328
Spring,2,2015,116,4,LMP,4/26/2015,-0.109144956,-0.042519504
Spring,2,2015,117,4,LMP,4/27/2015,0.033549028,0.014024198
Spring,2,2015,118,4,LMP,4/28/2015,0.114907901,0.052072512
Spring,2,2015,119,4,LMP,4/29/2015,0.168459519,0.083883977
Spring,2,2015,120,4,LMP,4/30/2015,0.219686802,0.122734491
Spring,2,2015,121,5,LMP,5/1/2015,0.200476294,0.127324056
Spring,2,2015,122,5,LMP,5/2/2015,0.150631611,0.109709825
Spring,2,2015,123,5,LMP,5/3/2015,0.07712767,0.06545178
Spring,2,2015,124,5,LMP,5/4/2015,-0.022473062,-0.022117111
Spring,2,2015,125,5,LMP,5/5/2015,-0.113571616,-0.12470585
Spring,2,2015,126,5,LMP,5/6/2015,-0.14919784,-0.178822781
Spring,2,2015,127,5,LMP,5/7/2015,-0.173515385,-0.22542196
Spring,2,2015,128,5,LMP,5/8/2015,-0.193361094,-0.274040521
Spring,2,2015,129,5,LMP,5/9/2015,-0.220867652,-0.340989928
Spring,2,2015,130,5,LMP,5/10/2015,-0.263633566,-0.443621383
Spring,2,2015,131,5,LMP,5/11/2015,-0.326580786,-0.58770239
Spring,2,2015,132,5,LMP,5/12/2015,-0.389305379,-0.711189233
Spring,2,2015,133,5,LMP,5/13/2015,-0.440115505,-0.782304245
Spring,2,2015,134,5,LMP,5/14/2015,-0.478998533,-0.812145675
Spring,2,2015,135,5,LMP,5/15/2015,-0.497672556,-0.82422416
Spring,2,2015,136,5,LMP,5/16/2015,-0.504303674,-0.836956441
Spring,2,2015,137,5,LMP,5/17/2015,-0.516676058,-0.849281796
Spring,2,2015,138,5,LMP,5/18/2015,-0.533776431,-0.857927455
Spring,2,2015,139,5,LMP,5/19/2015,-0.542332181,-0.866296292
Spring,2,2015,140,5,LMP,5/20/2015,-0.556693463,-0.873471502
Spring,2,2015,141,5,LMP,5/21/2015,-0.636107391,-0.924416419
Spring,2,2015,142,5,LMP,5/22/2015,-0.702503969,-0.945593058
Spring,2,2015,143,5,LMP,5/23/2015,-0.715728501,-0.941848705
Spring,2,2015,144,5,LMP,5/24/2015,-0.703561381,-0.938479905
Spring,2,2015,145,5,LMP,5/25/2015,-0.698490495,-0.93636086
Spring,2,2015,146,5,LMP,5/26/2015,-0.697869956,-0.935226344
Spring,2,2015,147,5,LMP,5/27/2015,-0.691931521,-0.930205584
Spring,2,2015,148,5,LMP,5/28/2015,-0.66860214,-0.912166453
Spring,2,2015,149,5,LMP,5/29/2015,-0.631412307,-0.880679146
Spring,2,2015,150,5,LMP,5/30/2015,-0.57998208,-0.831425205
Spring,2,2015,151,5,LMP,5/31/2015,-0.544320872,-0.786748044
Spring,2,2015,152,6,LMP,6/1/2015,-0.564820662,-0.783802166
Spring,2,2015,153,6,LMP,6/2/2015,-0.434083895,-0.627400418
Spring,2,2015,154,6,LMP,6/3/2015,-0.352694257,-0.551985494
Spring,2,2015,155,6,LMP,6/4/2015,-0.299556417,-0.502128377
Spring,2,2015,156,6,LMP,6/5/2015,-0.249279269,-0.458135303
Spring,2,2015,157,6,LMP,6/6/2015,-0.221769735,-0.441703294
Spring,2,2015,158,6,LMP,6/7/2015,-0.200362395,-0.428071047
Spring,2,2015,159,6,LMP,6/8/2015,-0.181314287,-0.409875363
Spring,2,2015,160,6,LMP,6/9/2015,-0.16299429,-0.388031618
Spring,2,2015,161,6,LMP,6/10/2015,-0.149318699,-0.37196166
Spring,2,2015,162,6,LMP,6/11/2015,-0.137995474,-0.35723742
Spring,2,2015,163,6,LMP,6/12/2015,-0.128150775,-0.343506865
Spring,2,2015,164,6,LMP,6/13/2015,-0.124205329,-0.339401748
Spring,2,2015,165,6,LMP,6/14/2015,-0.122022013,-0.339735966
Spring,2,2015,166,6,LMP,6/15/2015,-0.12192056,-0.344007474
Spring,2,2015,167,6,LMP,6/16/2015,-0.125805786,-0.358429076
Spring,2,2015,168,6,LMP,6/17/2015,-0.131521628,-0.376849341
Spring,2,2015,169,6,LMP,6/18/2015,-0.13767783,-0.39297798
Spring,2,2015,170,6,LMP,6/19/2015,-0.144598485,-0.410557792
Spring,2,2015,171,6,LMP,6/20/2015,-0.149940373,-0.429598979
Spring,2,2015,172,6,LMP,6/21/2015,-0.150676734,-0.428598395
Spring,2,2015,173,6,LMP,6/22/2015,-0.127767793,-0.355436928
Spring,2,2015,174,6,LMP,6/23/2015,-0.112902397,-0.325205714
Spring,2,2015,175,6,LMP,6/24/2015,-0.103136929,-0.311887513
Spring,2,2015,176,6,LMP,6/25/2015,-0.091859046,-0.288080339
Spring,2,2015,177,6,LMP,6/26/2015,-0.083479322,-0.262552801
Spring,2,2015,178,6,LMP,6/27/2015,-0.080692059,-0.250336925
Spring,2,2015,179,6,LMP,6/28/2015,-0.087209092,-0.264592826
Spring,2,2015,180,6,LMP,6/29/2015,-0.104818221,-0.318610045
Spring,2,2015,181,6,LMP,6/30/2015,-0.1411132,-0.411794744
Summer,3,2015,182,7,LMP,7/1/2015,-0.158637116,-0.438314326
Summer,3,2015,183,7,LMP,7/2/2015,-0.216775222,-0.576351561
Summer,3,2015,184,7,LMP,7/3/2015,-0.254363543,-0.620564613
Summer,3,2015,185,7,LMP,7/4/2015,-0.293566047,-0.652010305
Summer,3,2015,186,7,LMP,7/5/2015,-0.32805338,-0.679756912
Summer,3,2015,187,7,LMP,7/6/2015,-0.336220431,-0.669293595
Summer,3,2015,188,7,LMP,7/7/2015,-0.332899333,-0.651059083
Summer,3,2015,189,7,LMP,7/8/2015,-0.329198107,-0.641973057
Summer,3,2015,190,7,LMP,7/9/2015,-0.327352575,-0.64126636
Summer,3,2015,191,7,LMP,7/10/2015,-0.324624208,-0.63720776
Summer,3,2015,192,7,LMP,7/11/2015,-0.320823208,-0.630714475
Summer,3,2015,193,7,LMP,7/12/2015,-0.311187555,-0.611757662
Summer,3,2015,194,7,LMP,7/13/2015,-0.29371229,-0.578934685
Summer,3,2015,195,7,LMP,7/14/2015,-0.272301542,-0.536338532
Summer,3,2015,196,7,LMP,7/15/2015,-0.244095169,-0.486585199
Summer,3,2015,197,7,LMP,7/16/2015,-0.21193632,-0.437986573
Summer,3,2015,198,7,LMP,7/17/2015,-0.183837434,-0.399927724
Summer,3,2015,199,7,LMP,7/18/2015,-0.154389569,-0.357908211
Summer,3,2015,200,7,LMP,7/19/2015,-0.127717813,-0.319880441
Summer,3,2015,201,7,LMP,7/20/2015,-0.099157331,-0.270740586
Summer,3,2015,202,7,LMP,7/21/2015,-0.089655282,-0.282951743
Summer,3,2015,203,7,LMP,7/22/2015,-0.125945661,-0.506772326
Summer,3,2015,204,7,LMP,7/23/2015,-0.150578962,-0.676468363
Summer,3,2015,205,7,LMP,7/24/2015,-0.164527624,-0.755242179
Summer,3,2015,206,7,LMP,7/25/2015,-0.177560739,-0.79439263
Summer,3,2015,207,7,LMP,7/26/2015,-0.195962363,-0.815528388
Summer,3,2015,208,7,LMP,7/27/2015,-0.217453039,-0.819524141
Summer,3,2015,209,7,LMP,7/28/2015,-0.247636197,-0.832810303
Summer,3,2015,210,7,LMP,7/29/2015,-0.291815704,-0.870329254
Summer,3,2015,211,7,LMP,7/30/2015,-0.319267482,-0.874574285
Summer,3,2015,212,7,LMP,7/31/2015,-0.33625683,-0.867422707
Summer,3,2015,213,8,LMP,8/1/2015,-0.371105186,-0.882265356
Summer,3,2015,214,8,LMP,8/2/2015,-0.403918983,-0.895739053
Summer,3,2015,215,8,LMP,8/3/2015,-0.419847247,-0.897147152
Summer,3,2015,216,8,LMP,8/4/2015,-0.431745409,-0.895375608
Summer,3,2015,217,8,LMP,8/5/2015,-0.438402335,-0.887936828
Summer,3,2015,218,8,LMP,8/6/2015,-0.432885452,-0.873359595
Summer,3,2015,219,8,LMP,8/7/2015,-0.425791427,-0.854335964
Summer,3,2015,220,8,LMP,8/8/2015,-0.423650195,-0.835397967
Summer,3,2015,221,8,LMP,8/9/2015,-0.421598218,-0.812795855
Summer,3,2015,222,8,LMP,8/10/2015,-0.410063249,-0.773599699
Summer,3,2015,223,8,LMP,8/11/2015,-0.39345835,-0.721294216
Summer,3,2015,224,8,LMP,8/12/2015,-0.3829116,-0.670118208
Summer,3,2015,225,8,LMP,8/13/2015,-0.356176606,-0.58785094
Summer,3,2015,226,8,LMP,8/14/2015,-0.29592922,-0.455023878
Summer,3,2015,227,8,LMP,8/15/2015,-0.201799374,-0.280117688
Summer,3,2015,228,8,LMP,8/16/2015,-0.081437709,-0.10076523
Summer,3,2015,229,8,LMP,8/17/2015,0.072227925,0.079464893
Summer,3,2015,230,8,LMP,8/18/2015,0.2588889,0.249836591
Summer,3,2015,231,8,LMP,8/19/2015,0.484695102,0.414050973
Summer,3,2015,232,8,LMP,8/20/2015,0.578376699,0.427032722
Summer,3,2015,233,8,LMP,8/21/2015,0.487405961,0.323042987
Summer,3,2015,234,8,LMP,8/22/2015,-0.029173326,-0.026156656
Summer,3,2015,235,8,LMP,8/23/2015,-0.160044167,-0.159878691
Summer,3,2015,236,8,LMP,8/24/2015,-0.264701942,-0.268991948
Summer,3,2015,237,8,LMP,8/25/2015,-0.30529575,-0.317018326
Summer,3,2015,238,8,LMP,8/26/2015,-0.31006172,-0.332449817
Summer,3,2015,239,8,LMP,8/27/2015,-0.323374223,-0.360516661
Summer,3,2015,240,8,LMP,8/28/2015,-0.331333863,-0.385622467
Summer,3,2015,241,8,LMP,8/29/2015,-0.334050567,-0.405447387
Summer,3,2015,242,8,LMP,8/30/2015,-0.341291233,-0.434919519
Summer,3,2015,243,8,LMP,8/31/2015,-0.344969983,-0.46363679
Summer,3,2015,244,9,LMP,9/1/2015,-0.334078796,-0.475039045
Summer,3,2015,245,9,LMP,9/2/2015,-0.30416817,-0.45598909
Summer,3,2015,246,9,LMP,9/3/2015,-0.265439816,-0.417785863
Summer,3,2015,247,9,LMP,9/4/2015,-0.218783564,-0.358495243
Summer,3,2015,248,9,LMP,9/5/2015,-0.163371643,-0.281208328
Summer,3,2015,249,9,LMP,9/6/2015,-0.099107869,-0.178123315
Summer,3,2015,250,9,LMP,9/7/2015,-0.028955702,-0.053929268
Summer,3,2015,251,9,LMP,9/8/2015,0.035359986,0.066593208
Summer,3,2015,252,9,LMP,9/9/2015,0.10446832,0.193266845
Summer,3,2015,253,9,LMP,9/10/2015,0.124072438,0.219914794
Summer,3,2015,254,9,LMP,9/11/2015,0.044393333,0.082982337
Summer,3,2015,255,9,LMP,9/12/2015,0.013249303,0.026528771
Summer,3,2015,256,9,LMP,9/13/2015,-0.067119357,-0.121171197
Summer,3,2015,257,9,LMP,9/14/2015,-0.159613622,-0.24354482
Summer,3,2015,258,9,LMP,9/15/2015,-0.262089325,-0.381962769
Summer,3,2015,259,9,LMP,9/16/2015,-0.477941167,-0.536937327
Summer,3,2015,260,9,LMP,9/17/2015,-0.673434544,-0.619113024
Summer,3,2015,261,9,LMP,9/18/2015,-0.821127826,-0.671620961
Summer,3,2015,262,9,LMP,9/19/2015,-0.922555832,-0.706997862
Summer,3,2015,263,9,LMP,9/20/2015,-0.999852905,-0.732830846
Summer,3,2015,264,9,LMP,9/21/2015,-1.11233036,-0.778804259
Summer,3,2015,265,9,LMP,9/22/2015,-1.193648349,-0.809132738
Summer,3,2015,266,9,LMP,9/23/2015,-1.247841171,-0.820938776
Summer,3,2015,267,9,LMP,9/24/2015,-1.285859413,-0.83426107
Summer,3,2015,268,9,LMP,9/25/2015,-1.30656442,-0.849176807
Summer,3,2015,269,9,LMP,9/26/2015,-1.320316079,-0.862064793
Summer,3,2015,270,9,LMP,9/27/2015,-1.327273048,-0.87203235
Summer,3,2015,271,9,LMP,9/28/2015,-1.323875569,-0.877149106
Summer,3,2015,272,9,LMP,9/29/2015,-1.312095422,-0.878302903
Summer,3,2015,273,9,LMP,9/30/2015,-1.193822923,-0.843416204
Fall,4,2015,274,10,LMP,10/1/2015,-0.959365918,-0.677976154
Fall,4,2015,275,10,LMP,10/2/2015,-0.757439652,-0.510036704
Fall,4,2015,276,10,LMP,10/3/2015,-0.638776972,-0.417213573
Fall,4,2015,277,10,LMP,10/4/2015,-0.553825187,-0.342986741
Fall,4,2015,278,10,LMP,10/5/2015,-0.495258404,-0.286705016
Fall,4,2015,279,10,LMP,10/6/2015,-0.466842753,-0.247445228
Fall,4,2015,280,10,LMP,10/7/2015,-0.464205371,-0.218107186
Fall,4,2015,281,10,LMP,10/8/2015,-0.489909835,-0.200075041
Fall,4,2015,282,10,LMP,10/9/2015,-0.572325947,-0.190959725
Fall,4,2015,283,10,LMP,10/10/2015,-0.655100916,-0.178929044
Fall,4,2015,284,10,LMP,10/11/2015,-0.676186038,-0.175926467
Fall,4,2015,285,10,LMP,10/12/2015,-0.717538352,-0.176611875
Fall,4,2015,286,10,LMP,10/13/2015,-0.881172131,-0.205387737
Fall,4,2015,287,10,LMP,10/14/2015,-1.131283117,-0.255536008
Fall,4,2015,288,10,LMP,10/15/2015,-1.188829159,-0.262729624
Fall,4,2015,289,10,LMP,10/16/2015,-1.034098834,-0.22470557
Fall,4,2015,290,10,LMP,10/17/2015,-0.891696388,-0.194830044
Fall,4,2015,291,10,LMP,10/18/2015,-0.760825724,-0.167556189
Fall,4,2015,292,10,LMP,10/19/2015,-0.621522096,-0.138656527
Fall,4,2015,293,10,LMP,10/20/2015,-0.472023157,-0.107245566
Fall,4,2015,294,10,LMP,10/21/2015,-0.342164953,-0.080022354
Fall,4,2015,295,10,LMP,10/22/2015,-0.281328415,-0.068678048
Fall,4,2015,296,10,LMP,10/23/2015,-0.333727379,-0.085735806
Fall,4,2015,297,10,LMP,10/24/2015,-0.323347795,-0.088505723
Fall,4,2015,298,10,LMP,10/25/2015,-0.265591813,-0.078390778
Fall,4,2015,299,10,LMP,10/26/2015,-0.180656722,-0.058514507
